soil_moisture,temperature,humidity,soil_type,season,recommended_crop
46.5,16.5,54.1,loamy,rabi,wheat
36.9,36.6,63.1,sandy,kharif,cotton
31.2,33.6,61.9,sandy,kharif,cotton
25.5,22.7,61.8,clay_loam,rabi,chickpea
44.0,27.2,66.3,loamy,kharif,sunflower
31.1,14.6,55.4,clay_loam,rabi,chickpea
57.5,23.8,58.3,silty,rabi,wheat
48.6,31.2,58.3,loamy,kharif,cotton
47.5,15.6,38.1,sandy,rabi,mustard
41.3,35.4,51.6,loamy,kharif,cotton
79.3,32.0,80.9,clay,kharif,rice
60.4,22.8,80.6,loamy,kharif,maize
71.4,34.5,78.5,silty,kharif,rice
66.0,27.8,79.4,clay,kharif,sugarcane
41.7,20.3,62.1,sandy,kharif,sunflower
32.7,17.0,48.4,loamy,rabi,mustard
50.3,18.1,59.6,clay_loam,rabi,wheat
53.0,23.5,64.5,loamy,kharif,maize
55.5,24.2,77.3,clay,kharif,sugarcane
82.8,25.6,85.3,clay,kharif,rice
36.3,29.9,69.4,sandy,kharif,cotton
40.9,11.6,58.6,loamy,rabi,mustard
41.9,18.3,52.6,loamy,kharif,sunflower
51.6,18.2,47.4,clay_loam,rabi,wheat
51.6,22.8,67.9,loamy,kharif,sunflower
66.4,23.4,63.5,loamy,kharif,maize
46.7,26.8,62.7,loamy,kharif,sunflower
39.1,20.4,66.2,loamy,rabi,wheat
83.1,33.2,86.0,silty,kharif,rice
35.0,24.6,58.8,clay_loam,rabi,chickpea
38.8,32.0,57.6,loamy,kharif,cotton
42.2,11.1,45.8,loamy,rabi,mustard
53.6,29.4,82.3,loamy,kharif,maize
73.5,28.9,69.0,clay_loam,kharif,sugarcane
50.5,23.7,63.5,loamy,kharif,sunflower
40.2,27.8,58.6,sandy,kharif,sunflower
70.9,29.7,87.5,clay,kharif,sugarcane
75.6,31.6,71.3,clay_loam,kharif,sugarcane
48.3,23.5,70.0,clay_loam,kharif,maize
34.5,25.5,66.4,loamy,kharif,cotton
45.5,24.5,55.6,loamy,kharif,sunflower
68.7,20.8,71.7,loamy,kharif,maize
40.3,9.1,52.9,loamy,rabi,mustard
63.0,25.8,81.5,clay_loam,kharif,sugarcane
40.1,29.1,53.9,sandy,kharif,sunflower
87.9,33.7,89.7,clay,kharif,rice
51.1,21.4,52.0,loamy,kharif,sunflower
33.1,20.7,51.2,loamy,rabi,chickpea
41.8,15.7,45.7,loamy,rabi,mustard
43.2,16.5,62.4,silty,rabi,wheat
46.1,24.5,60.0,silty,rabi,wheat
42.4,34.9,59.1,loamy,kharif,cotton
42.5,26.7,62.6,sandy,kharif,sunflower
32.6,8.8,41.6,loamy,rabi,mustard
74.0,27.3,87.0,clay,kharif,rice
36.9,20.3,53.2,loamy,rabi,chickpea
41.9,28.5,53.7,sandy,kharif,sunflower
48.4,19.4,53.2,clay_loam,rabi,wheat
33.0,17.9,56.5,loamy,rabi,mustard
35.1,12.5,48.7,loamy,rabi,chickpea
45.2,19.1,59.6,loamy,rabi,wheat
76.1,30.4,76.9,clay,kharif,sugarcane
34.4,30.3,62.0,sandy,kharif,cotton
40.4,16.1,39.1,loamy,rabi,mustard
36.9,25.5,58.7,clay_loam,rabi,chickpea
42.8,16.6,57.5,loamy,rabi,wheat
43.7,17.6,58.2,loamy,rabi,mustard
36.9,33.6,64.5,sandy,kharif,cotton
47.5,22.2,51.4,clay_loam,rabi,wheat
43.4,29.9,50.7,loamy,kharif,cotton
27.8,17.3,50.7,loamy,rabi,mustard
92.0,31.1,85.1,clay,kharif,rice
31.0,11.5,58.5,sandy,rabi,mustard
43.7,16.6,53.4,loamy,rabi,mustard
68.6,23.9,69.8,clay_loam,kharif,maize
74.9,32.9,77.2,silty,kharif,rice
71.8,31.1,85.8,clay,kharif,sugarcane
84.3,27.8,84.3,clay,kharif,rice
50.4,21.1,73.5,clay_loam,kharif,maize
39.3,34.3,62.7,loamy,kharif,cotton
46.0,10.3,58.4,sandy,rabi,mustard
47.2,12.1,52.1,sandy,rabi,mustard
71.7,34.3,78.6,clay_loam,kharif,sugarcane
74.2,26.0,81.4,silty,kharif,rice
57.8,20.2,69.4,clay_loam,rabi,wheat
61.5,18.6,68.7,silty,rabi,wheat
44.2,23.8,72.0,loamy,rabi,wheat
49.2,20.7,50.6,loamy,rabi,wheat
75.5,26.4,76.8,clay,kharif,sugarcane
89.0,24.3,82.9,clay,kharif,rice
34.0,23.2,48.1,loamy,rabi,chickpea
38.5,17.7,52.0,loamy,rabi,chickpea
47.8,36.2,57.5,loamy,kharif,cotton
59.5,22.8,65.9,clay_loam,kharif,maize
43.2,21.0,54.7,sandy,kharif,sunflower
34.5,12.7,54.5,loamy,rabi,mustard
33.6,11.3,53.3,loamy,rabi,mustard
58.4,25.4,50.9,loamy,kharif,sunflower
38.9,19.6,46.7,sandy,rabi,mustard
87.4,29.2,83.6,clay,kharif,rice
36.4,9.2,49.0,sandy,rabi,mustard
60.7,25.0,69.1,loamy,kharif,maize
83.4,34.7,79.4,silty,kharif,rice
77.5,27.6,82.3,silty,kharif,rice
61.5,35.1,70.7,clay_loam,kharif,sugarcane
40.0,31.8,56.0,loamy,kharif,cotton
28.6,12.7,58.8,sandy,rabi,mustard
43.3,21.6,60.6,loamy,rabi,chickpea
59.6,28.2,79.0,clay_loam,kharif,maize
45.1,25.8,59.6,loamy,kharif,sunflower
37.9,17.5,51.8,sandy,rabi,mustard
48.7,27.9,56.9,sandy,kharif,sunflower
63.9,30.4,76.3,clay_loam,kharif,maize
48.3,24.1,51.0,clay_loam,rabi,chickpea
81.5,31.3,75.8,clay_loam,kharif,sugarcane
51.8,15.5,61.9,clay_loam,rabi,chickpea
46.2,27.5,52.7,loamy,kharif,sunflower
63.4,26.8,71.7,loamy,kharif,maize
93.0,29.6,76.8,clay,kharif,rice
23.7,11.7,44.3,sandy,rabi,mustard
32.1,19.4,60.4,clay_loam,rabi,chickpea
37.5,13.0,50.2,loamy,rabi,mustard
56.5,15.6,56.9,loamy,rabi,wheat
43.3,23.6,67.5,silty,rabi,wheat
85.8,23.8,88.3,clay,kharif,rice
69.6,27.1,66.8,loamy,kharif,maize
34.0,27.8,55.1,sandy,kharif,cotton
82.4,24.8,76.8,clay,kharif,sugarcane
70.1,35.0,91.6,clay,kharif,rice
45.0,31.5,56.0,sandy,kharif,cotton
43.4,20.9,55.1,loamy,rabi,wheat
57.0,32.1,77.8,clay,kharif,sugarcane
30.4,18.5,45.7,loamy,rabi,mustard
71.8,25.0,85.9,silty,kharif,rice
47.8,33.6,62.7,sandy,kharif,cotton
42.6,39.9,51.2,sandy,kharif,cotton
42.0,12.7,48.8,loamy,rabi,mustard
44.3,18.7,44.8,sandy,rabi,mustard
44.4,18.3,46.9,clay_loam,rabi,chickpea
60.2,32.3,71.8,clay_loam,kharif,sugarcane
44.8,25.1,40.8,clay_loam,rabi,chickpea
50.5,27.4,53.4,loamy,kharif,sunflower
51.6,25.7,53.6,loamy,kharif,sunflower
53.9,24.3,61.8,sandy,kharif,sunflower
50.2,30.5,62.6,loamy,kharif,cotton
55.9,19.6,55.0,silty,rabi,wheat
41.1,24.9,54.7,clay_loam,rabi,wheat
38.8,29.8,56.6,sandy,kharif,cotton
81.4,32.1,70.6,clay,kharif,sugarcane
56.1,26.7,61.6,loamy,kharif,sunflower
52.2,29.0,73.7,clay_loam,kharif,maize
55.6,18.3,50.4,loamy,rabi,wheat
52.9,18.0,56.2,silty,rabi,wheat
58.5,19.4,60.1,sandy,kharif,sunflower
51.5,25.5,79.9,clay_loam,kharif,maize
84.9,34.0,79.0,silty,kharif,rice
32.9,15.3,44.2,sandy,rabi,mustard
40.3,33.1,52.9,sandy,kharif,cotton
75.7,32.2,81.9,clay,kharif,rice
62.7,20.8,73.9,clay_loam,kharif,maize
34.2,18.6,47.6,sandy,rabi,mustard
32.2,10.0,51.4,loamy,rabi,mustard
69.8,28.9,85.7,clay,kharif,rice
30.6,15.7,55.0,loamy,rabi,mustard
51.6,28.7,63.0,sandy,kharif,sunflower
83.9,31.8,79.5,clay,kharif,sugarcane
62.9,22.9,78.8,clay_loam,kharif,maize
39.0,30.2,50.7,sandy,kharif,cotton
34.3,33.3,56.1,sandy,kharif,cotton
28.4,29.3,51.9,loamy,kharif,cotton
70.5,27.4,76.2,clay,kharif,sugarcane
42.0,33.8,60.5,sandy,kharif,cotton
31.5,36.7,54.8,sandy,kharif,cotton
60.1,24.0,64.2,sandy,kharif,sunflower
80.9,32.5,82.1,clay,kharif,sugarcane
91.2,30.5,83.3,silty,kharif,rice
66.0,29.1,71.7,loamy,kharif,maize
44.5,34.2,60.9,sandy,kharif,cotton
34.3,14.5,43.5,sandy,rabi,mustard
45.1,21.0,66.6,loamy,rabi,wheat
69.5,32.4,80.1,silty,kharif,rice
36.1,18.6,48.7,clay_loam,rabi,chickpea
34.7,11.4,48.6,sandy,rabi,mustard
39.9,16.2,57.2,clay_loam,rabi,wheat
31.4,17.2,54.8,loamy,rabi,chickpea
29.2,32.4,60.2,loamy,kharif,cotton
46.0,19.3,64.8,loamy,rabi,chickpea
53.4,28.7,61.0,loamy,kharif,maize
42.0,27.6,62.5,loamy,kharif,cotton
39.7,19.5,53.3,loamy,rabi,mustard
71.9,28.2,77.6,clay,kharif,rice
35.0,23.2,57.5,clay_loam,rabi,chickpea
33.3,38.3,59.0,sandy,kharif,cotton
47.0,29.1,56.7,sandy,kharif,cotton
59.1,25.5,62.6,loamy,rabi,wheat
42.5,34.0,54.6,sandy,kharif,cotton
44.0,29.6,59.5,loamy,kharif,sunflower
34.3,16.3,46.6,loamy,rabi,mustard
54.6,21.7,65.3,sandy,kharif,sunflower
31.5,10.8,44.1,loamy,rabi,mustard
70.8,21.7,74.0,clay_loam,kharif,maize
29.6,32.2,55.9,sandy,kharif,cotton
49.0,32.6,51.7,loamy,kharif,cotton
30.9,11.7,55.0,sandy,rabi,mustard
81.3,32.0,70.2,clay_loam,kharif,sugarcane
45.3,32.8,55.4,loamy,kharif,cotton
60.1,27.7,76.2,clay_loam,kharif,sugarcane
40.3,22.6,52.8,loamy,rabi,chickpea
69.0,23.1,65.0,loamy,kharif,maize
55.5,27.7,59.2,loamy,kharif,maize
47.8,22.8,47.7,clay_loam,rabi,chickpea
31.8,21.0,45.5,loamy,rabi,chickpea
31.9,17.4,58.4,loamy,rabi,chickpea
59.0,23.7,47.7,clay_loam,rabi,wheat
67.8,20.4,59.6,loamy,kharif,maize
45.1,29.2,67.8,loamy,kharif,cotton
53.1,18.7,59.7,silty,rabi,wheat
76.3,34.2,81.9,clay,kharif,rice
63.4,24.8,67.3,clay_loam,kharif,sugarcane
46.7,25.8,60.2,sandy,kharif,sunflower
39.2,31.6,62.4,sandy,kharif,cotton
46.3,17.8,64.9,silty,rabi,wheat
44.8,18.9,46.0,loamy,rabi,chickpea
32.1,27.5,59.1,loamy,kharif,cotton
29.4,18.2,51.5,sandy,rabi,mustard
39.3,35.3,55.5,loamy,kharif,cotton
62.3,31.8,73.5,clay,kharif,sugarcane
35.7,21.8,52.0,clay_loam,rabi,chickpea
37.0,19.4,57.5,clay_loam,rabi,chickpea
48.7,20.8,56.0,sandy,kharif,sunflower
35.5,38.9,60.2,sandy,kharif,cotton
47.2,29.7,52.6,sandy,kharif,sunflower
47.9,24.3,48.6,loamy,rabi,wheat
48.0,16.2,46.0,clay_loam,rabi,chickpea
47.3,21.7,66.1,loamy,rabi,wheat
83.9,28.3,77.8,silty,kharif,rice
57.2,25.7,49.4,sandy,kharif,sunflower
43.5,27.7,52.0,loamy,kharif,sunflower
83.0,33.3,91.0,silty,kharif,rice
74.4,29.4,80.0,clay_loam,kharif,sugarcane
43.1,23.1,67.9,sandy,kharif,sunflower
69.1,21.9,62.0,clay_loam,kharif,maize
27.7,19.7,44.9,loamy,rabi,mustard
46.1,30.6,50.3,loamy,kharif,cotton
90.4,33.6,75.8,silty,kharif,rice
77.7,25.4,73.0,clay_loam,kharif,sugarcane
62.1,26.1,82.8,clay_loam,kharif,sugarcane
88.2,29.9,87.2,silty,kharif,rice
52.8,17.3,60.3,silty,rabi,wheat
50.5,26.2,76.2,loamy,kharif,maize
63.6,23.4,63.5,loamy,kharif,maize
76.4,27.4,72.9,clay,kharif,rice
48.1,16.3,59.1,loamy,rabi,wheat
37.0,17.0,58.4,clay_loam,rabi,chickpea
48.8,23.4,56.8,sandy,kharif,sunflower
74.4,29.2,78.6,clay_loam,kharif,sugarcane
58.3,25.7,50.0,sandy,kharif,sunflower
71.4,33.8,76.4,clay_loam,kharif,sugarcane
57.0,29.6,71.7,loamy,kharif,maize
84.6,31.3,78.5,clay_loam,kharif,sugarcane
42.5,35.6,60.1,loamy,kharif,cotton
36.2,33.3,49.0,loamy,kharif,cotton
37.7,35.3,59.6,loamy,kharif,cotton
38.4,21.3,57.0,loamy,rabi,chickpea
35.8,35.7,52.4,sandy,kharif,cotton
84.7,29.4,89.7,clay,kharif,rice
33.5,15.9,47.5,sandy,rabi,mustard
41.6,24.3,68.1,loamy,kharif,sunflower
37.8,17.2,59.7,silty,rabi,wheat
65.7,31.1,77.9,clay_loam,kharif,sugarcane
52.1,24.4,63.8,sandy,kharif,sunflower
60.4,31.8,76.1,clay,kharif,sugarcane
30.2,14.9,59.4,loamy,rabi,mustard
34.3,23.4,68.0,silty,rabi,wheat
41.8,15.7,47.8,sandy,rabi,mustard
57.3,19.3,53.5,loamy,rabi,wheat
57.0,20.7,69.4,silty,rabi,wheat
47.1,24.1,53.6,clay_loam,rabi,wheat
40.6,19.5,48.9,clay_loam,rabi,chickpea
76.7,33.9,89.9,clay,kharif,rice
38.3,22.7,44.4,loamy,rabi,chickpea
34.7,36.3,60.8,sandy,kharif,cotton
34.2,20.2,57.2,clay_loam,rabi,chickpea
36.1,29.1,49.8,loamy,kharif,cotton
79.6,31.5,83.7,clay,kharif,rice
46.1,8.8,57.4,sandy,rabi,mustard
54.9,20.4,56.3,silty,rabi,wheat
43.4,20.5,45.9,clay_loam,rabi,chickpea
62.0,19.9,75.0,loamy,kharif,maize
56.9,28.3,65.9,sandy,kharif,sunflower
43.3,12.2,51.3,loamy,rabi,mustard
40.0,24.1,47.2,loamy,rabi,chickpea
50.5,25.0,66.4,loamy,kharif,maize
38.6,9.5,49.5,loamy,rabi,mustard
56.1,30.5,58.8,sandy,kharif,sunflower
30.4,15.2,46.3,sandy,rabi,mustard
39.6,18.4,50.4,clay_loam,rabi,chickpea
84.6,32.8,88.4,silty,kharif,rice
77.9,28.8,86.9,clay,kharif,rice
86.7,23.7,74.6,silty,kharif,rice
53.5,23.1,66.5,clay_loam,kharif,maize
40.5,16.1,62.9,clay_loam,rabi,chickpea
33.7,11.4,48.7,loamy,rabi,mustard
59.1,24.5,56.4,loamy,kharif,sunflower
53.6,28.1,55.7,loamy,kharif,sunflower
71.7,31.5,79.4,clay,kharif,rice
85.1,29.1,77.9,silty,kharif,rice
52.2,21.4,60.2,silty,rabi,wheat
62.1,28.4,81.8,loamy,kharif,maize
29.3,13.9,50.9,sandy,rabi,mustard
40.8,23.3,65.4,loamy,kharif,sunflower
47.6,24.3,59.8,loamy,kharif,sunflower
56.6,27.5,57.4,sandy,kharif,sunflower
45.5,35.3,56.8,loamy,kharif,cotton
37.4,17.9,59.3,loamy,rabi,mustard
85.2,33.0,74.4,clay_loam,kharif,sugarcane
40.1,29.4,62.9,sandy,kharif,cotton
67.9,20.6,73.6,loamy,kharif,maize
51.5,24.0,63.9,clay_loam,kharif,maize
50.1,23.0,66.7,loamy,kharif,sunflower
36.9,14.5,49.5,loamy,rabi,mustard
92.5,30.0,81.0,silty,kharif,rice
36.8,12.6,61.5,sandy,rabi,mustard
46.5,25.8,54.6,loamy,kharif,cotton
38.9,31.8,63.2,loamy,kharif,cotton
38.4,24.0,59.9,clay_loam,rabi,chickpea
46.1,20.0,60.7,loamy,rabi,chickpea
55.2,22.6,69.2,silty,rabi,wheat
75.4,29.0,72.9,clay_loam,kharif,sugarcane
37.7,15.7,46.7,clay_loam,rabi,chickpea
33.7,38.6,65.2,loamy,kharif,cotton
83.9,28.6,82.9,clay,kharif,rice
49.1,19.7,55.6,loamy,rabi,wheat
75.5,26.6,76.5,silty,kharif,rice
40.5,21.2,62.3,clay_loam,rabi,wheat
52.4,25.4,67.8,loamy,rabi,wheat
77.0,28.9,73.2,clay_loam,kharif,sugarcane
58.8,22.1,63.3,silty,rabi,wheat
79.7,36.9,86.8,silty,kharif,rice
45.8,20.0,55.1,loamy,rabi,chickpea
89.1,31.7,81.5,silty,kharif,rice
53.1,18.2,71.8,loamy,kharif,maize
39.9,18.2,52.9,loamy,rabi,mustard
47.7,17.1,60.1,silty,rabi,wheat
50.7,22.4,63.8,loamy,rabi,wheat
35.0,15.3,59.9,clay_loam,rabi,chickpea
33.5,13.9,54.7,loamy,rabi,mustard
56.7,20.2,65.1,silty,rabi,wheat
63.8,26.9,71.7,clay_loam,kharif,maize
63.7,24.7,69.7,clay_loam,kharif,maize
76.9,26.6,77.4,clay,kharif,sugarcane
88.9,24.9,82.5,silty,kharif,rice
43.8,14.9,52.5,loamy,rabi,chickpea
73.7,34.1,83.4,silty,kharif,rice
63.4,23.8,67.0,loamy,kharif,maize
85.6,27.3,83.9,clay,kharif,rice
60.8,19.6,50.7,silty,rabi,wheat
61.8,25.2,73.9,loamy,kharif,maize
31.7,38.6,60.9,loamy,kharif,cotton
41.8,19.2,70.0,sandy,kharif,sunflower
59.1,26.1,78.2,clay_loam,kharif,maize
37.1,22.5,51.6,clay_loam,rabi,chickpea
56.9,27.7,57.9,loamy,kharif,sunflower
58.7,21.3,68.5,silty,rabi,wheat
33.5,21.6,56.3,loamy,rabi,chickpea
43.6,22.9,65.2,loamy,kharif,sunflower
51.7,28.5,57.8,sandy,kharif,sunflower
36.5,31.4,59.9,loamy,kharif,cotton
34.5,30.3,54.5,sandy,kharif,cotton
40.4,14.7,45.6,sandy,rabi,mustard
58.9,27.5,50.1,loamy,kharif,sunflower
76.0,23.9,70.4,clay_loam,kharif,sugarcane
41.2,23.8,63.0,loamy,rabi,chickpea
48.3,32.5,49.7,sandy,kharif,cotton
46.9,24.4,49.8,loamy,rabi,chickpea
50.3,26.2,76.2,loamy,kharif,maize
41.6,21.1,44.5,clay_loam,rabi,chickpea
25.9,21.4,50.6,loamy,rabi,mustard
45.2,35.5,61.9,loamy,kharif,cotton
43.0,32.3,53.1,sandy,kharif,cotton
41.5,15.4,63.0,clay_loam,rabi,chickpea
40.3,13.0,45.8,sandy,rabi,mustard
32.5,23.7,60.0,loamy,rabi,chickpea
42.6,18.9,66.3,clay_loam,rabi,wheat
81.2,27.1,79.8,clay,kharif,sugarcane
35.2,16.9,51.2,sandy,rabi,mustard
40.5,23.5,54.4,clay_loam,rabi,chickpea
70.2,33.1,77.6,clay,kharif,rice
59.1,24.3,78.3,clay_loam,kharif,maize
44.3,19.6,51.4,clay_loam,rabi,wheat
33.0,20.8,56.8,sandy,rabi,mustard
42.4,10.3,50.0,loamy,rabi,mustard
83.0,33.7,82.6,silty,kharif,rice
65.7,27.3,79.2,clay,kharif,sugarcane
40.5,32.1,48.5,loamy,kharif,cotton
47.5,22.8,53.8,silty,rabi,wheat
40.2,14.4,48.9,loamy,rabi,mustard
67.9,35.4,75.8,clay,kharif,sugarcane
67.4,27.3,76.5,clay_loam,kharif,maize
62.2,28.2,75.6,clay,kharif,sugarcane
33.8,18.3,51.7,loamy,rabi,chickpea
71.6,25.7,81.9,clay,kharif,rice
47.7,29.4,65.3,loamy,kharif,sunflower
52.7,25.4,74.2,loamy,kharif,maize
36.6,12.3,43.9,sandy,rabi,mustard
33.1,19.6,51.9,clay_loam,rabi,chickpea
39.3,11.8,45.5,loamy,rabi,mustard
43.2,17.5,46.9,sandy,rabi,mustard
29.6,16.0,47.7,sandy,rabi,mustard
69.6,25.3,78.8,loamy,kharif,maize
51.5,26.2,59.4,loamy,kharif,sunflower
73.2,24.1,75.4,silty,kharif,rice
56.7,20.3,65.7,silty,rabi,wheat
49.3,30.9,53.9,sandy,kharif,cotton
43.5,16.1,46.5,loamy,rabi,mustard
46.1,23.5,63.1,loamy,kharif,sunflower
32.2,21.1,48.1,loamy,rabi,chickpea
35.8,17.4,42.5,sandy,rabi,mustard
77.3,27.7,83.1,clay,kharif,rice
70.0,25.9,84.7,clay_loam,kharif,sugarcane
42.3,22.7,53.5,loamy,kharif,sunflower
40.1,21.2,64.2,loamy,rabi,chickpea
68.2,27.4,62.4,loamy,kharif,maize
34.8,18.4,52.6,loamy,rabi,chickpea
56.0,15.6,64.7,clay_loam,rabi,wheat
64.9,23.0,68.3,loamy,kharif,maize
52.0,15.3,62.8,silty,rabi,wheat
66.4,32.8,74.2,clay_loam,kharif,sugarcane
58.7,20.8,51.1,clay_loam,rabi,wheat
43.2,36.8,60.6,loamy,kharif,cotton
64.3,36.0,75.8,clay_loam,kharif,sugarcane
83.3,33.2,71.2,clay,kharif,sugarcane
51.0,26.1,50.5,loamy,kharif,sunflower
40.7,23.0,54.4,loamy,rabi,wheat
64.7,33.9,77.4,clay,kharif,sugarcane
29.1,19.0,53.4,clay_loam,rabi,chickpea
90.9,31.9,77.7,clay,kharif,rice
40.7,15.9,61.7,loamy,rabi,chickpea
66.3,29.2,60.2,loamy,kharif,maize
48.2,21.4,62.5,sandy,kharif,sunflower
36.9,27.8,60.5,sandy,kharif,cotton
40.2,16.9,58.2,loamy,rabi,chickpea
45.8,17.7,60.3,clay_loam,rabi,wheat
43.5,22.7,71.5,sandy,kharif,sunflower
86.7,31.0,78.5,clay,kharif,rice
57.7,30.4,68.9,clay_loam,kharif,maize
51.7,25.4,53.4,loamy,kharif,sunflower
41.0,13.8,50.8,loamy,rabi,wheat
85.6,31.0,80.1,silty,kharif,rice
38.5,16.4,61.4,loamy,rabi,chickpea
37.4,35.4,53.3,loamy,kharif,cotton
74.9,33.7,82.8,silty,kharif,rice
32.4,18.0,60.3,loamy,rabi,chickpea
49.2,29.7,73.3,clay_loam,kharif,maize
33.2,11.4,44.6,loamy,rabi,mustard
39.8,15.6,57.4,sandy,rabi,mustard
29.7,17.9,57.9,sandy,rabi,mustard
74.8,29.9,85.7,silty,kharif,rice
39.5,11.1,56.7,loamy,rabi,mustard
64.5,22.2,79.1,loamy,kharif,maize
75.1,32.8,89.6,silty,kharif,rice
81.3,34.2,81.8,silty,kharif,rice
69.0,25.6,81.9,clay_loam,kharif,sugarcane
61.4,23.7,75.6,clay_loam,kharif,sugarcane
46.5,22.0,61.1,silty,rabi,wheat
27.7,18.9,57.7,loamy,rabi,mustard
39.0,32.5,49.9,sandy,kharif,cotton
62.5,23.2,66.8,loamy,kharif,maize
43.3,16.3,48.9,clay_loam,rabi,chickpea
42.6,21.7,52.1,clay_loam,rabi,chickpea
42.4,14.0,55.9,sandy,rabi,mustard
62.2,35.5,81.6,clay,kharif,sugarcane
30.7,15.9,44.8,sandy,rabi,mustard
39.1,18.9,42.2,sandy,rabi,mustard
41.1,34.1,51.1,sandy,kharif,cotton
68.4,34.6,80.7,clay,kharif,sugarcane
49.2,12.2,49.4,clay_loam,rabi,chickpea
60.3,27.9,64.4,clay_loam,kharif,maize
63.6,22.5,79.7,clay,kharif,sugarcane
47.5,22.4,62.2,clay_loam,rabi,chickpea
82.3,33.6,87.3,silty,kharif,rice
91.6,28.9,73.7,clay,kharif,rice
46.7,20.8,49.6,clay_loam,rabi,chickpea
44.4,27.3,63.6,sandy,kharif,sunflower
73.8,25.2,69.1,clay_loam,kharif,sugarcane
65.9,33.4,72.3,clay,kharif,sugarcane
51.9,31.2,66.3,loamy,kharif,sunflower
94.4,28.3,77.4,clay,kharif,rice
65.6,29.4,75.5,clay_loam,kharif,maize
48.1,29.5,47.8,sandy,kharif,cotton
42.3,21.5,50.3,loamy,rabi,chickpea
45.9,22.2,48.8,silty,rabi,wheat
46.2,19.5,57.0,clay_loam,rabi,wheat
43.0,24.1,60.5,loamy,rabi,wheat
79.4,27.6,70.8,clay_loam,kharif,sugarcane
44.3,21.2,62.1,sandy,kharif,sunflower
50.5,23.5,61.7,sandy,kharif,sunflower
31.7,15.6,54.0,loamy,rabi,mustard
42.5,22.3,60.5,loamy,kharif,sunflower
37.9,34.8,58.3,sandy,kharif,cotton
43.7,16.2,51.2,loamy,rabi,chickpea
45.7,23.3,62.2,loamy,kharif,sunflower
85.9,29.5,90.7,silty,kharif,rice
28.4,26.2,59.6,sandy,kharif,cotton
37.5,34.9,57.7,sandy,kharif,cotton
45.2,35.9,54.7,sandy,kharif,cotton
38.9,29.4,56.5,sandy,kharif,sunflower
33.0,12.9,43.4,loamy,rabi,mustard
24.2,12.0,58.1,loamy,rabi,mustard
88.4,32.2,79.9,silty,kharif,rice
42.2,24.4,52.0,loamy,kharif,sunflower
36.9,11.7,59.7,loamy,rabi,mustard
82.9,27.9,83.4,clay,kharif,rice
88.8,32.2,78.6,silty,kharif,rice
44.9,34.8,56.0,sandy,kharif,cotton
84.4,29.0,82.7,silty,kharif,rice
42.1,19.0,53.0,loamy,rabi,chickpea
79.5,26.1,89.8,clay,kharif,rice
83.2,25.4,83.8,silty,kharif,rice
92.7,36.1,78.0,silty,kharif,rice
40.4,28.2,54.6,sandy,kharif,sunflower
70.0,26.8,78.6,clay_loam,kharif,sugarcane
36.1,29.2,64.4,sandy,kharif,cotton
30.9,36.1,66.5,sandy,kharif,cotton
59.4,30.0,64.2,clay_loam,kharif,maize
90.3,30.6,89.8,clay,kharif,rice
36.7,16.3,62.7,clay_loam,rabi,chickpea
36.8,14.8,47.1,loamy,rabi,mustard
77.1,27.0,84.8,silty,kharif,rice
76.7,26.2,79.9,clay_loam,kharif,sugarcane
61.2,25.7,71.9,clay_loam,kharif,maize
33.6,18.0,48.5,sandy,rabi,mustard
46.9,21.6,62.4,silty,rabi,wheat
72.7,34.0,78.9,clay_loam,kharif,sugarcane
38.0,16.7,53.1,sandy,rabi,mustard
52.8,28.4,63.8,clay_loam,kharif,maize
51.5,25.0,66.1,clay_loam,kharif,maize
50.1,16.4,53.5,silty,rabi,wheat
40.2,31.0,58.2,sandy,kharif,cotton
54.6,21.9,65.6,silty,rabi,wheat
84.5,28.2,78.8,silty,kharif,rice
62.4,27.5,79.1,clay_loam,kharif,maize
46.9,29.3,62.5,loamy,kharif,sunflower
40.8,17.3,56.7,loamy,rabi,chickpea
30.6,20.3,59.0,loamy,rabi,chickpea
58.5,29.9,62.9,loamy,kharif,sunflower
46.7,36.3,58.5,loamy,kharif,cotton
51.8,16.1,50.4,clay_loam,rabi,wheat
31.0,13.8,49.1,sandy,rabi,mustard
77.3,27.1,85.3,silty,kharif,rice
39.3,24.4,50.5,loamy,rabi,chickpea
63.9,27.1,77.5,clay_loam,kharif,sugarcane
36.8,19.0,64.3,sandy,rabi,mustard
82.1,25.7,79.7,clay,kharif,sugarcane
86.8,26.4,85.7,silty,kharif,rice
51.9,24.3,72.5,loamy,kharif,maize
73.8,27.1,72.4,clay_loam,kharif,sugarcane
65.5,24.0,67.3,loamy,kharif,maize
40.0,20.5,52.1,clay_loam,rabi,chickpea
54.5,20.8,69.2,clay_loam,kharif,maize
31.6,32.0,49.5,loamy,kharif,cotton
46.9,31.6,48.5,sandy,kharif,cotton
35.4,22.7,52.1,clay_loam,rabi,chickpea
71.5,32.8,84.4,clay,kharif,sugarcane
52.8,18.9,53.6,loamy,rabi,wheat
45.4,13.2,51.9,loamy,rabi,mustard
75.2,26.4,80.9,clay,kharif,rice
34.3,31.3,55.0,loamy,kharif,cotton
36.3,29.6,59.2,loamy,kharif,cotton
50.0,26.6,54.7,loamy,rabi,wheat
60.9,25.2,66.9,loamy,kharif,sunflower
81.9,29.8,86.9,silty,kharif,rice
